0; Соломон; Кириллов; Юрьевич; 29; 168; 51; Москва; Санкт-Петербург
8273; Нифонт; Шашков; Михайлович; 26; 199; 72; Санкт-Петербург; Москва
8274; Каролина; Колесников; Юрьевич; 38; 157; 70; Москва; Москва
8275; Феодулия; Миронов; Михайлович; 19; 155; 84; Москва; Москва
8276; Фемистокл; Овчинников; Михайлович; 21; 194; 72; Москва; Москва
8277; Андрона; Максимов; Михайлович; 37; 172; 51; Санкт-Петербург; Москва
8278; Исидор; Осипов; Юрьевич; 60; 190; 72; Санкт-Петербург; Санкт-Петербург
8279; Иона; Журавлёв; Михайлович; 19; 198; 50; Санкт-Петербург; Москва
8280; Зиновия; Антонов; Михайлович; 41; 164; 54; Санкт-Петербург; Санкт-Петербург
8281; Абрам; Калашников; Юрьевич; 49; 179; 42; Санкт-Петербург; Санкт-Петербург
8282; Людмила; Лукин; Юрьевич; 46; 156; 84; Санкт-Петербург; Санкт-Петербург
8283; Ульян; Русаков; Михайлович; 19; 184; 73; Санкт-Петербург; Санкт-Петербург
8284; Селестина; Силин; Михайлович; 54; 186; 82; Москва; Санкт-Петербург
8285; Клариса; Попов; Юрьевич; 53; 155; 44; Москва; Москва
8286; Юния; Кабанов; Юрьевич; 28; 194; 53; Санкт-Петербург; Санкт-Петербург
8287; Еремей; Носков; Юрьевич; 48; 182; 40; Москва; Москва
8288; Ксанфиппа; Игнатьев; Юрьевич; 61; 171; 48; Москва; Санкт-Петербург
8289; Таисия; Козлов; Михайлович; 24; 184; 89; Москва; Санкт-Петербург
8290; Аделла; Веселов; Юрьевич; 42; 176; 63; Санкт-Петербург; Санкт-Петербург
8291; Илья; Силин; Юрьевич; 34; 178; 54; Москва; Санкт-Петербург
8292; Денисий; Макаров; Михайлович; 41; 162; 85; Санкт-Петербург; Москва
8293; Фадей; Евсеев; Юрьевич; 41; 159; 83; Москва; Москва
8294; Юлиан; Королёв; Юрьевич; 22; 168; 56; Санкт-Петербург; Санкт-Петербург
8295; Гораций; Воробьёв; Михайлович; 52; 199; 49; Санкт-Петербург; Москва
8296; Орест; Зиновьев; Михайлович; 61; 175; 55; Санкт-Петербург; Санкт-Петербург
8297; Лукреция; Панфилов; Михайлович; 68; 162; 75; Москва; Санкт-Петербург
8298; Федосий; Фадеев; Юрьевич; 26; 197; 76; Санкт-Петербург; Москва
8299; Тарас; Князев; Михайлович; 36; 180; 75; Москва; Санкт-Петербург
8300; Майя; Пахомов; Михайлович; 52; 180; 53; Москва; Санкт-Петербург
8301; Моика; Кулаков; Михайлович; 58; 163; 68; Москва; Санкт-Петербург
8302; Епистима; Шестаков; Юрьевич; 49; 192; 76; Москва; Москва
8303; Фервуфа; Михайлов; Михайлович; 25; 195; 60; Москва; Москва
8304; Логгин; Фомин; Михайлович; 23; 193; 71; Москва; Москва
8305; Ева; Мухин; Юрьевич; 25; 197; 89; Москва; Санкт-Петербург
8306; Марьяна; Кириллов; Михайлович; 29; 169; 72; Санкт-Петербург; Санкт-Петербург
8307; Агриппина; Сергеев; Михайлович; 60; 158; 69; Москва; Москва
8308; Фортуната; Алексеев; Михайлович; 60; 175; 41; Санкт-Петербург; Москва
8309; Ярополк; Белозёров; Михайлович; 28; 185; 81; Санкт-Петербург; Санкт-Петербург
8310; Тихон; Дьячков; Михайлович; 33; 153; 69; Санкт-Петербург; Санкт-Петербург
8311; Протасий; Антонов; Михайлович; 27; 187; 89; Санкт-Петербург; Санкт-Петербург
8312; Агап; Казаков; Михайлович; 39; 153; 73; Москва; Санкт-Петербург
8313; Феодула; Прохоров; Юрьевич; 60; 168; 69; Санкт-Петербург; Санкт-Петербург
8314; Маркиан; Ларионов; Михайлович; 48; 169; 62; Санкт-Петербург; Москва
8315; Игнат; Муравьёв; Михайлович; 59; 191; 77; Москва; Санкт-Петербург
8316; Арина; Герасимов; Юрьевич; 41; 157; 48; Санкт-Петербург; Москва
8317; Трофима; Ермаков; Михайлович; 41; 173; 68; Москва; Москва
8318; Севастьяна; Денисов; Юрьевич; 31; 196; 52; Санкт-Петербург; Санкт-Петербург
8319; Архип; Орлов; Юрьевич; 35; 164; 60; Москва; Москва
8320; Надежда; Баранов; Михайлович; 27; 168; 78; Москва; Москва
8321; Лонгина; Лихачёв; Михайлович; 45; 189; 84; Москва; Санкт-Петербург
8322; Иродион; Артемьев; Юрьевич; 24; 191; 61; Санкт-Петербург; Санкт-Петербург
8323; Агафоклия; Давыдов; Юрьевич; 68; 163; 81; Санкт-Петербург; Москва
8324; Гера; Игнатов; Михайлович; 31; 187; 80; Санкт-Петербург; Санкт-Петербург
8325; Мартиниана; Щукин; Юрьевич; 54; 187; 50; Санкт-Петербург; Москва
8326; Симона; Голубев; Михайлович; 67; 185; 59; Санкт-Петербург; Москва
8327; Максим; Симонов; Михайлович; 66; 165; 43; Москва; Москва
8328; Гораций; Носов; Михайлович; 60; 160; 65; Москва; Санкт-Петербург
8329; Гремислав; Агафонов; Михайлович; 61; 168; 58; Москва; Санкт-Петербург
8330; Бенедикта; Овчинников; Юрьевич; 24; 155; 63; Санкт-Петербург; Санкт-Петербург
8331; Купава; Александров; Михайлович; 24; 173; 77; Санкт-Петербург; Санкт-Петербург
8332; Святослава; Тимофеев; Юрьевич; 20; 185; 40; Санкт-Петербург; Санкт-Петербург
8333; Евфимий; Галкин; Юрьевич; 52; 198; 79; Москва; Санкт-Петербург
8334; Самуил; Носков; Юрьевич; 21; 186; 51; Санкт-Петербург; Санкт-Петербург
8335; Роберт; Макаров; Михайлович; 49; 176; 63; Санкт-Петербург; Санкт-Петербург
8336; Протас; Лапин; Юрьевич; 44; 198; 67; Санкт-Петербург; Санкт-Петербург
8337; Марка; Трофимов; Юрьевич; 33; 187; 84; Москва; Санкт-Петербург
8338; Феопистия; Иванков; Михайлович; 26; 157; 69; Москва; Москва
8339; Аверий; Кошелев; Михайлович; 23; 168; 66; Санкт-Петербург; Санкт-Петербург
8340; Вероника; Устинов; Михайлович; 67; 159; 55; Москва; Санкт-Петербург
8341; Симеон; Семёнов; Юрьевич; 54; 198; 75; Москва; Москва
8342; Протасий; Ширяев; Юрьевич; 68; 175; 62; Санкт-Петербург; Москва
8343; Вонифатий; Кошелев; Михайлович; 50; 195; 85; Санкт-Петербург; Москва
8344; Урсула; Иванов; Юрьевич; 32; 199; 69; Москва; Санкт-Петербург
8345; Плакида; Борисов; Юрьевич; 23; 151; 66; Москва; Санкт-Петербург
8346; Каллиникия; Горшков; Михайлович; 53; 170; 61; Санкт-Петербург; Москва
8347; Ольда; Беляков; Михайлович; 35; 193; 51; Санкт-Петербург; Санкт-Петербург
8348; Ратибор; Архипов; Михайлович; 22; 174; 40; Москва; Санкт-Петербург
8349; Арсений; Князев; Михайлович; 40; 193; 81; Москва; Москва
8350; Далмат; Воронцов; Юрьевич; 27; 178; 71; Санкт-Петербург; Санкт-Петербург
8351; Еликонида; Максимов; Юрьевич; 66; 194; 85; Санкт-Петербург; Москва
8352; Андроний; Макаров; Михайлович; 40; 152; 41; Москва; Санкт-Петербург
8353; Андрона; Кудряшов; Михайлович; 69; 168; 88; Москва; Санкт-Петербург
8354; Велислава; Осипов; Михайлович; 28; 177; 47; Москва; Москва
8355; Тит; Тетерин; Юрьевич; 42; 187; 54; Санкт-Петербург; Москва
8356; Новелла; Мухин; Юрьевич; 22; 167; 80; Москва; Москва
8357; Любомир; Ильин; Михайлович; 47; 179; 44; Москва; Санкт-Петербург
8358; Лора; Яковлев; Михайлович; 59; 187; 73; Москва; Санкт-Петербург
8359; Ива; Зуев; Юрьевич; 29; 164; 53; Санкт-Петербург; Москва
8360; Фелиция; Горшков; Михайлович; 44; 190; 82; Москва; Санкт-Петербург
8361; Лукерья; Дмитриев; Михайлович; 28; 181; 50; Санкт-Петербург; Санкт-Петербург
8362; Акинф; Власов; Юрьевич; 41; 196; 81; Санкт-Петербург; Санкт-Петербург
8363; Харитина; Силин; Михайлович; 57; 157; 86; Москва; Москва
8364; Феодосия; Новиков; Михайлович; 69; 157; 50; Москва; Москва
8365; Констанция; Доронин; Юрьевич; 18; 169; 87; Москва; Санкт-Петербург
8366; Амелфа; Исаков; Михайлович; 49; 171; 46; Санкт-Петербург; Москва
8367; Никон; Крюков; Михайлович; 26; 186; 84; Москва; Санкт-Петербург
8368; Авдотья; Борисов; Михайлович; 62; 176; 73; Москва; Москва
8369; Аверьян; Ильин; Михайлович; 55; 179; 88; Санкт-Петербург; Москва
8370; Афанасия; Рожков; Михайлович; 23; 186; 82; Санкт-Петербург; Москва
8371; Ника; Фокин; Юрьевич; 54; 158; 75; Санкт-Петербург; Москва
8372; Мина; Шестаков; Михайлович; 61; 182; 57; Санкт-Петербург; Санкт-Петербург
8373; Климент; Нестеров; Юрьевич; 29; 194; 64; Санкт-Петербург; Санкт-Петербург
8374; Сильвия; Белов; Михайлович; 26; 191; 67; Москва; Москва
8375; Добромила; Горшков; Михайлович; 62; 154; 74; Москва; Санкт-Петербург
8376; Ленина; Овчинников; Михайлович; 47; 189; 80; Москва; Москва
8377; Свирид; Кошелев; Юрьевич; 24; 192; 69; Санкт-Петербург; Санкт-Петербург
8378; Ираклий; Кулагин; Михайлович; 39; 189; 44; Санкт-Петербург; Санкт-Петербург
8379; Афиноген; Сафонов; Юрьевич; 31; 182; 75; Санкт-Петербург; Москва
8380; Сильвестра; Назаров; Михайлович; 51; 176; 47; Москва; Санкт-Петербург
8381; Наум; Белозёров; Михайлович; 55; 178; 66; Москва; Санкт-Петербург
8382; Татьяна; Юдин; Юрьевич; 36; 170; 63; Москва; Москва
8383; Голиндуха; Орлов; Юрьевич; 27; 189; 70; Санкт-Петербург; Москва
8384; Лонгина; Куликов; Юрьевич; 58; 164; 50; Санкт-Петербург; Москва
8385; Аэлита; Ковалёв; Михайлович; 60; 189; 76; Санкт-Петербург; Санкт-Петербург
8386; Евфросиния; Шарапов; Михайлович; 31; 153; 80; Санкт-Петербург; Санкт-Петербург
8387; Любава; Константинов; Михайлович; 22; 184; 42; Москва; Москва
8388; Феодотия; Жуков; Михайлович; 54; 191; 73; Москва; Санкт-Петербург
8389; Памфил; Устинов; Михайлович; 31; 184; 53; Москва; Санкт-Петербург
8390; Иустин; Евдокимов; Михайлович; 26; 157; 58; Москва; Санкт-Петербург
8391; Амалия; Королёв; Михайлович; 19; 158; 76; Санкт-Петербург; Москва
8392; Карп; Наумов; Михайлович; 50; 182; 61; Санкт-Петербург; Москва
8393; Луиза; Ширяев; Михайлович; 68; 173; 85; Москва; Санкт-Петербург
8394; Виктор; Красильников; Юрьевич; 20; 194; 78; Санкт-Петербург; Москва
8395; Аристид; Мясников; Михайлович; 38; 185; 54; Москва; Санкт-Петербург
8396; Арнольд; Наумов; Михайлович; 45; 188; 42; Москва; Москва
8397; Афиноген; Пономарёв; Михайлович; 39; 169; 85; Москва; Москва
8398; Эдит; Фадеев; Юрьевич; 27; 196; 68; Санкт-Петербург; Москва
8399; Ефросиния; Алексеев; Михайлович; 59; 169; 85; Москва; Санкт-Петербург
8400; Маргарита; Пестов; Юрьевич; 64; 151; 61; Москва; Санкт-Петербург
8401; Спиридон; Третьяков; Михайлович; 24; 170; 46; Москва; Санкт-Петербург
8402; Антигона; Лапин; Михайлович; 67; 176; 42; Москва; Москва
8403; Евстафий; Мельников; Юрьевич; 54; 197; 75; Санкт-Петербург; Москва
8404; Самуил; Чернов; Михайлович; 30; 167; 42; Москва; Санкт-Петербург
8405; Радосвета; Дмитриев; Юрьевич; 21; 158; 77; Москва; Москва
8406; Дормедонт; Иванов; Юрьевич; 50; 179; 58; Санкт-Петербург; Москва
8407; Аникей; Белозёров; Юрьевич; 60; 187; 43; Санкт-Петербург; Санкт-Петербург
8408; Элисса; Воробьёв; Юрьевич; 26; 190; 60; Санкт-Петербург; Санкт-Петербург
8409; Мануил; Панфилов; Михайлович; 37; 188; 40; Москва; Санкт-Петербург
8410; Фридрих; Тимофеев; Юрьевич; 23; 190; 63; Санкт-Петербург; Москва
8411; Ананий; Миронов; Юрьевич; 68; 150; 49; Москва; Санкт-Петербург
8412; Митрофаний; Уваров; Юрьевич; 28; 173; 67; Москва; Москва
8413; Вышеслав; Киселёв; Юрьевич; 62; 154; 76; Москва; Москва
8414; Васса; Антонов; Юрьевич; 20; 190; 42; Санкт-Петербург; Санкт-Петербург
8415; Владилена; Игнатьев; Юрьевич; 18; 160; 57; Москва; Москва
8416; Василий; Лебедев; Юрьевич; 65; 176; 78; Москва; Москва
8417; Георгина; Родионов; Михайлович; 36; 181; 88; Санкт-Петербург; Санкт-Петербург
8418; Роксана; Иванов; Юрьевич; 47; 198; 84; Санкт-Петербург; Санкт-Петербург
8419; Самсон; Лобанов; Михайлович; 57; 177; 87; Москва; Москва
8420; Адель; Максимов; Михайлович; 54; 155; 55; Санкт-Петербург; Санкт-Петербург
8421; Альберт; Лебедев; Михайлович; 25; 188; 46; Москва; Москва
8422; Радомила; Авдеев; Юрьевич; 45; 194; 42; Москва; Москва
8423; Голиндуха; Савельев; Юрьевич; 40; 181; 56; Санкт-Петербург; Москва
8424; Кастрихий; Николаев; Юрьевич; 43; 169; 80; Санкт-Петербург; Санкт-Петербург
8425; Ванда; Богданов; Михайлович; 46; 184; 67; Москва; Москва
8426; Кантидиан; Макаров; Юрьевич; 55; 159; 88; Москва; Москва
8427; Фервуфа; Никонов; Михайлович; 52; 160; 70; Санкт-Петербург; Санкт-Петербург
8428; Виссарион; Некрасов; Юрьевич; 21; 171; 64; Санкт-Петербург; Москва
8429; Ефим; Виноградов; Михайлович; 67; 172; 49; Санкт-Петербург; Москва
8430; Патрикия; Прохоров; Михайлович; 31; 181; 86; Санкт-Петербург; Москва
8431; Эльза; Мельников; Михайлович; 69; 166; 58; Санкт-Петербург; Москва
8432; Марьяна; Горбунов; Юрьевич; 54; 167; 40; Москва; Москва
8433; Ермил; Крюков; Юрьевич; 42; 167; 63; Санкт-Петербург; Москва
8434; Самсоний; Красильников; Михайлович; 28; 155; 79; Санкт-Петербург; Санкт-Петербург
8435; Платон; Журавлёв; Юрьевич; 39; 188; 88; Москва; Санкт-Петербург
8436; Акиндин; Корнилов; Юрьевич; 50; 194; 80; Москва; Санкт-Петербург
8437; Гонората; Мышкин; Михайлович; 58; 182; 49; Санкт-Петербург; Москва
8438; Миропия; Федосеев; Юрьевич; 19; 190; 43; Москва; Санкт-Петербург
8439; Савватия; Ермаков; Михайлович; 47; 185; 52; Санкт-Петербург; Санкт-Петербург
8440; Дементий; Субботин; Юрьевич; 38; 162; 44; Москва; Москва
8441; Фатьян; Дементьев; Юрьевич; 26; 185; 89; Москва; Москва
8442; Нонна; Ершов; Михайлович; 21; 161; 79; Москва; Москва
8443; Клариса; Дементьев; Юрьевич; 38; 161; 40; Москва; Санкт-Петербург
8444; Демьян; Гусев; Юрьевич; 69; 178; 66; Москва; Санкт-Петербург
8445; Андриан; Поляков; Михайлович; 22; 156; 75; Москва; Санкт-Петербург
8446; Марина; Голубев; Юрьевич; 31; 167; 66; Москва; Москва
8447; Максимилиан; Зуев; Юрьевич; 51; 165; 78; Санкт-Петербург; Санкт-Петербург
8448; Евстратий; Алексеев; Михайлович; 39; 158; 70; Санкт-Петербург; Москва
8449; Порфирий; Меркушев; Михайлович; 29; 176; 64; Москва; Санкт-Петербург
8450; Феодулия; Мельников; Михайлович; 18; 189; 58; Москва; Санкт-Петербург
8451; Зина; Буров; Юрьевич; 65; 170; 43; Санкт-Петербург; Москва
8452; Никита; Панов; Михайлович; 61; 183; 41; Москва; Санкт-Петербург
8453; Изот; Маслов; Михайлович; 37; 187; 46; Москва; Москва
8454; Лавра; Горшков; Юрьевич; 64; 196; 89; Санкт-Петербург; Москва
8455; Фатьян; Брагин; Юрьевич; 36; 181; 42; Москва; Санкт-Петербург
8456; Марфа; Дорофеев; Михайлович; 44; 157; 85; Москва; Москва
8457; Тертий; Борисов; Михайлович; 25; 153; 45; Санкт-Петербург; Санкт-Петербург
8458; Эсфирь; Князев; Юрьевич; 37; 177; 62; Москва; Москва
8459; Юлиания; Виноградов; Михайлович; 61; 150; 40; Санкт-Петербург; Москва
8460; Наркисса; Ильин; Михайлович; 45; 173; 56; Москва; Москва
8461; Леонина; Субботин; Михайлович; 25; 187; 79; Москва; Санкт-Петербург
8462; Фока; Сафонов; Михайлович; 28; 194; 57; Санкт-Петербург; Москва
8463; Виталия; Устинов; Михайлович; 44; 197; 41; Москва; Санкт-Петербург
8464; Яким; Панов; Михайлович; 23; 153; 42; Санкт-Петербург; Санкт-Петербург
8465; Роксана; Калинин; Юрьевич; 45; 179; 70; Санкт-Петербург; Москва
8466; Параскева; Селезнёв; Юрьевич; 59; 186; 65; Санкт-Петербург; Санкт-Петербург
8467; Эмиль; Кондратьев; Михайлович; 69; 162; 66; Москва; Санкт-Петербург
8468; Эсмеральда; Фадеев; Михайлович; 45; 174; 43; Москва; Санкт-Петербург
8469; Аза; Гусев; Юрьевич; 34; 190; 56; Санкт-Петербург; Москва
8470; Назарий; Андреев; Михайлович; 49; 156; 50; Москва; Санкт-Петербург
8471; Марлен; Журавлёв; Юрьевич; 38; 193; 42; Санкт-Петербург; Москва
8472; Хариса; Киселёв; Михайлович; 58; 172; 82; Санкт-Петербург; Москва
8473; Фома; Захаров; Михайлович; 43; 173; 81; Санкт-Петербург; Санкт-Петербург
8474; Андроник; Григорьев; Юрьевич; 56; 196; 86; Санкт-Петербург; Санкт-Петербург
8475; Лиана; Комаров; Юрьевич; 46; 176; 73; Санкт-Петербург; Москва
8476; Софон; Куликов; Михайлович; 24; 173; 53; Москва; Москва
8477; Мечислав; Маслов; Юрьевич; 48; 198; 56; Санкт-Петербург; Москва
8478; Евдокия; Устинов; Юрьевич; 46; 150; 85; Москва; Москва
8479; Анисья; Горбачёв; Михайлович; 58; 192; 66; Санкт-Петербург; Москва
8480; Марфа; Григорьев; Юрьевич; 27; 175; 85; Москва; Москва
8481; Якуб; Воронцов; Юрьевич; 60; 169; 85; Москва; Санкт-Петербург
8482; Амелфа; Мышкин; Михайлович; 61; 185; 87; Санкт-Петербург; Санкт-Петербург
8483; Клементина; Шашков; Михайлович; 47; 188; 73; Москва; Москва
8484; Любомила; Белозёров; Юрьевич; 25; 192; 69; Москва; Москва
8485; Патрикей; Блинов; Михайлович; 68; 166; 71; Санкт-Петербург; Санкт-Петербург
8486; Саверий; Макаров; Юрьевич; 67; 168; 67; Москва; Москва
8487; Ксения; Николаев; Михайлович; 20; 192; 87; Москва; Москва
8488; Прискилла; Гаврилов; Юрьевич; 56; 196; 64; Санкт-Петербург; Санкт-Петербург
8489; Александра; Куликов; Юрьевич; 37; 170; 50; Москва; Москва
8490; Глеб; Горшков; Михайлович; 41; 184; 86; Санкт-Петербург; Москва
8491; Ермолай; Ефимов; Михайлович; 38; 197; 48; Москва; Москва
8492; Эллада; Селиверстов; Юрьевич; 40; 197; 79; Москва; Санкт-Петербург
8493; Розалия; Денисов; Юрьевич; 38; 176; 65; Москва; Москва
8494; Патрикия; Панфилов; Юрьевич; 24; 153; 58; Москва; Санкт-Петербург
8495; Полиект; Гурьев; Михайлович; 42; 161; 89; Санкт-Петербург; Москва
8496; Деодор; Шилов; Михайлович; 21; 180; 61; Москва; Санкт-Петербург
8497; Феогност; Юдин; Михайлович; 60; 167; 57; Москва; Москва
8498; Сатира; Кондратьев; Михайлович; 41; 172; 68; Санкт-Петербург; Москва
8499; Радосвета; Мухин; Юрьевич; 60; 172; 43; Москва; Санкт-Петербург
8500; Юлия; Тимофеев; Юрьевич; 63; 158; 50; Санкт-Петербург; Санкт-Петербург
8501; Ксанфиппа; Орехов; Михайлович; 52; 174; 71; Москва; Москва
8502; Яков; Игнатов; Юрьевич; 18; 179; 84; Санкт-Петербург; Москва
8503; Пимен; Горшков; Михайлович; 67; 177; 68; Санкт-Петербург; Москва
8504; Ленина; Ситников; Юрьевич; 49; 196; 46; Санкт-Петербург; Санкт-Петербург
8505; Пиама; Ситников; Юрьевич; 69; 173; 84; Москва; Санкт-Петербург
8506; Сидор; Белозёров; Юрьевич; 48; 151; 49; Санкт-Петербург; Москва
8507; Евфимия; Савин; Юрьевич; 54; 159; 47; Москва; Москва
8508; Каллиопий; Крылов; Михайлович; 50; 154; 49; Санкт-Петербург; Москва
8509; Зина; Макаров; Михайлович; 58; 155; 58; Москва; Санкт-Петербург
8510; Ларион; Михайлов; Михайлович; 42; 188; 74; Санкт-Петербург; Санкт-Петербург
8511; Генриетта; Кузьмин; Михайлович; 25; 164; 87; Санкт-Петербург; Санкт-Петербург
8512; Люциан; Гусев; Михайлович; 47; 195; 83; Москва; Москва
8513; Ксенофонт; Соколов; Юрьевич; 59; 153; 54; Москва; Санкт-Петербург
8514; Кир; Блохин; Юрьевич; 61; 179; 77; Москва; Москва
8515; Беата; Кузнецов; Юрьевич; 45; 178; 63; Москва; Санкт-Петербург
8516; Заряна; Агафонов; Юрьевич; 30; 192; 53; Санкт-Петербург; Москва
8517; Сидор; Денисов; Юрьевич; 23; 159; 61; Москва; Москва
8518; Христиана; Макаров; Юрьевич; 50; 150; 60; Санкт-Петербург; Москва
8519; Аврелиан; Николаев; Юрьевич; 47; 167; 79; Москва; Москва
8520; Воислава; Беляков; Михайлович; 66; 180; 52; Москва; Москва
8521; Климент; Поляков; Юрьевич; 49; 174; 48; Москва; Санкт-Петербург
8522; Ирина; Одинцов; Юрьевич; 66; 164; 86; Санкт-Петербург; Санкт-Петербург
8523; Луарсаб; Шубин; Юрьевич; 34; 191; 56; Москва; Москва
8524; Лукан; Коновалов; Михайлович; 28; 167; 75; Санкт-Петербург; Санкт-Петербург
8525; Феофилакт; Вишняков; Юрьевич; 60; 188; 71; Санкт-Петербург; Москва
8526; Симеон; Горшков; Михайлович; 36; 172; 55; Санкт-Петербург; Санкт-Петербург
8527; Виола; Белоусов; Михайлович; 42; 170; 89; Санкт-Петербург; Москва
8528; Кантидиан; Копылов; Михайлович; 67; 165; 80; Санкт-Петербург; Санкт-Петербург
8529; Наталия; Мартынов; Юрьевич; 63; 192; 47; Санкт-Петербург; Санкт-Петербург
8530; Филонилла; Авдеев; Михайлович; 33; 158; 49; Санкт-Петербург; Санкт-Петербург
8531; Дарья; Ситников; Михайлович; 27; 199; 40; Москва; Санкт-Петербург
8532; Всеволод; Шарапов; Михайлович; 55; 195; 40; Москва; Москва
8533; Севастьян; Медведев; Михайлович; 53; 180; 61; Москва; Санкт-Петербург
8534; Селивёрст; Карпов; Михайлович; 66; 178; 76; Санкт-Петербург; Санкт-Петербург
8535; Будимир; Анисимов; Михайлович; 64; 199; 62; Москва; Санкт-Петербург
8536; Иветта; Рябов; Михайлович; 64; 163; 59; Санкт-Петербург; Москва
8537; Валерия; Матвеев; Юрьевич; 35; 168; 62; Москва; Санкт-Петербург
8538; Виктория; Нестеров; Юрьевич; 25; 150; 42; Санкт-Петербург; Санкт-Петербург
8539; Карп; Казаков; Михайлович; 51; 171; 66; Санкт-Петербург; Москва
8540; Руслан; Молчанов; Михайлович; 61; 184; 52; Москва; Санкт-Петербург
8541; Марина; Муравьёв; Михайлович; 38; 162; 56; Санкт-Петербург; Санкт-Петербург
8542; Транквиллина; Савин; Михайлович; 49; 164; 62; Санкт-Петербург; Москва
8543; Гея; Куликов; Михайлович; 46; 187; 50; Москва; Санкт-Петербург
8544; Вива; Колесников; Михайлович; 41; 175; 41; Санкт-Петербург; Москва
8545; Кондратий; Корнилов; Михайлович; 30; 188; 61; Москва; Санкт-Петербург
8546; Ефимий; Блохин; Михайлович; 38; 186; 61; Санкт-Петербург; Москва
8547; Мелитина; Рожков; Юрьевич; 59; 194; 74; Санкт-Петербург; Санкт-Петербург
8548; Милана; Туров; Юрьевич; 39; 157; 56; Москва; Санкт-Петербург
8549; Ярослав; Быков; Михайлович; 28; 185; 80; Москва; Москва
8550; Агафоклия; Васильев; Михайлович; 43; 160; 51; Москва; Санкт-Петербург
8551; Викул; Аксёнов; Михайлович; 54; 174; 43; Москва; Москва
8552; Тигран; Горбунов; Михайлович; 69; 173; 60; Москва; Москва
8553; Алфея; Воробьёв; Михайлович; 35; 190; 42; Санкт-Петербург; Москва
8554; Исай; Якушев; Юрьевич; 52; 183; 60; Москва; Москва
8555; Лора; Абрамов; Михайлович; 40; 178; 63; Москва; Москва
8556; Гавриил; Громов; Юрьевич; 29; 198; 41; Санкт-Петербург; Москва
8557; Урбана; Гуляев; Михайлович; 21; 154; 77; Санкт-Петербург; Москва
8558; Лада; Громов; Михайлович; 68; 176; 56; Москва; Санкт-Петербург
8559; Алфея; Русаков; Михайлович; 25; 192; 47; Москва; Москва
8560; Прокопий; Агафонов; Михайлович; 45; 170; 61; Москва; Санкт-Петербург
8561; Еванфия; Якушев; Михайлович; 50; 158; 50; Санкт-Петербург; Москва
8562; Евпраксия; Кононов; Михайлович; 53; 182; 50; Москва; Москва
8563; Анна; Алексеев; Юрьевич; 25; 161; 78; Москва; Санкт-Петербург
8564; Анемподист; Морозов; Михайлович; 45; 187; 55; Москва; Санкт-Петербург
8565; Лада; Гришин; Юрьевич; 41; 196; 68; Москва; Санкт-Петербург
8566; Маркиана; Филатов; Юрьевич; 62; 170; 83; Санкт-Петербург; Москва
8567; Аста; Фролов; Михайлович; 65; 156; 59; Санкт-Петербург; Москва
8568; Анатолия; Архипов; Юрьевич; 48; 165; 53; Санкт-Петербург; Санкт-Петербург
8569; Харитина; Кудрявцев; Михайлович; 22; 172; 58; Москва; Москва
8570; Светозара; Павлов; Юрьевич; 57; 156; 43; Санкт-Петербург; Санкт-Петербург
8571; Вассиан; Горбачёв; Михайлович; 37; 177; 56; Санкт-Петербург; Санкт-Петербург
8572; Парфён; Маслов; Юрьевич; 30; 150; 72; Санкт-Петербург; Москва
8573; Фавстина; Якушев; Юрьевич; 35; 176; 58; Москва; Москва
8574; Патрикий; Дмитриев; Юрьевич; 60; 189; 64; Санкт-Петербург; Москва
8575; Вонифат; Пономарёв; Юрьевич; 60; 176; 81; Санкт-Петербург; Санкт-Петербург
8576; Светозар; Воронов; Юрьевич; 65; 184; 51; Москва; Санкт-Петербург
8577; Патрикия; Виноградов; Михайлович; 28; 166; 68; Санкт-Петербург; Санкт-Петербург
8578; Голиндуха; Терентьев; Юрьевич; 56; 156; 76; Москва; Москва
8579; Геннадия; Тихонов; Михайлович; 51; 157; 55; Санкт-Петербург; Санкт-Петербург
8580; Галатея; Наумов; Михайлович; 52; 199; 75; Москва; Санкт-Петербург
8581; Поликсена; Мышкин; Михайлович; 58; 155; 59; Москва; Москва
8582; Изида; Кудряшов; Юрьевич; 64; 152; 77; Санкт-Петербург; Москва
8583; Петрония; Хохлов; Михайлович; 27; 161; 82; Москва; Санкт-Петербург
8584; Валерий; Захаров; Юрьевич; 51; 178; 44; Москва; Санкт-Петербург
8585; Кондратий; Нестеров; Юрьевич; 30; 155; 59; Санкт-Петербург; Санкт-Петербург
8586; Мастридия; Беляков; Юрьевич; 34; 157; 70; Санкт-Петербург; Санкт-Петербург
8587; Лина; Кондратьев; Юрьевич; 62; 155; 87; Санкт-Петербург; Санкт-Петербург
8588; Спартак; Герасимов; Юрьевич; 33; 184; 52; Москва; Москва
8589; Грета; Емельянов; Михайлович; 69; 199; 83; Санкт-Петербург; Москва
8590; Анджела; Шестаков; Михайлович; 38; 195; 67; Москва; Москва
8591; Всеслав; Родионов; Юрьевич; 18; 189; 53; Санкт-Петербург; Санкт-Петербург
8592; Любовь; Васильев; Юрьевич; 21; 198; 48; Санкт-Петербург; Москва
8593; Адельфина; Филатов; Михайлович; 28; 160; 56; Санкт-Петербург; Санкт-Петербург
8594; Велизар; Калашников; Юрьевич; 22; 171; 48; Москва; Санкт-Петербург
8595; Алиса; Матвеев; Юрьевич; 22; 174; 70; Санкт-Петербург; Москва
